"Condition" "Batch" "Effect" "Strain" "Nuclear" "Mito" "Replicate" "WORMLENGTH" "n" "PHENO" "Status"
"25C" 5102024 -0.27702021646576 "QG5091" "ECA2367" "ECA1493" 3 1047.75115935572 17 1048.02817957219 "Mismatched"
"25C" 5102024 -0.27702021646576 "QG5091" "ECA2367" "ECA1493" 4 1080.89226923758 12 1081.16928945405 "Mismatched"
"25C" 5102024 -0.27702021646576 "QG5091" "ECA2367" "ECA1493" 5 1035.49258301286 10 1035.76960322933 "Mismatched"
"25C" 5102024 -0.27702021646576 "QG5091" "ECA2367" "ECA1493" 6 1016.94767402719 14 1017.22469424366 "Mismatched"
"25C" 5102024 -0.27702021646576 "QG5091" "ECA2367" "ECA1493" 7 1021.58299056973 18 1021.8600107862 "Mismatched"
"25C" 5102024 -0.27702021646576 "QG5091" "ECA2367" "ECA1493" 8 1006.47463424397 21 1006.75165446044 "Mismatched"
"25C" 5102024 -0.27702021646576 "QG5092" "ECA2367" "ECA1229" 1 1015.64201583346 18 1015.91903604993 "Mismatched"
"25C" 5102024 -0.27702021646576 "QG5092" "ECA2367" "ECA1229" 2 962.834129548897 12 963.111149765363 "Mismatched"
"25C" 5102024 -0.27702021646576 "QG5092" "ECA2367" "ECA1229" 3 1008.07975261248 14 1008.35677282895 "Mismatched"
"25C" 5102024 -0.27702021646576 "QG5092" "ECA2367" "ECA1229" 4 1027.40133177297 19 1027.67835198944 "Mismatched"
"25C" 5102024 -0.27702021646576 "QG5092" "ECA2367" "ECA1229" 5 1048.52469101727 7 1048.80171123374 "Mismatched"
"25C" 5102024 -0.27702021646576 "QG5092" "ECA2367" "ECA1229" 6 985.723355287648 7 986.000375504114 "Mismatched"
"25C" 5102024 -0.27702021646576 "QG5092" "ECA2367" "ECA1229" 7 982.611530805858 13 982.888551022324 "Mismatched"
"25C" 5102024 -0.27702021646576 "QG5092" "ECA2367" "ECA1229" 8 1030.9884877521 8 1031.26550796857 "Mismatched"
"25C" 5102024 -0.27702021646576 "QG5093" "ECA2367" "ECA1229" 1 1045.09700840676 20 1045.37402862323 "Mismatched"
"25C" 5102024 -0.27702021646576 "QG5093" "ECA2367" "ECA1229" 2 1056.91025996099 29 1057.18728017746 "Mismatched"
"25C" 5102024 -0.27702021646576 "QG5093" "ECA2367" "ECA1229" 3 1073.41617429763 13 1073.6931945141 "Mismatched"
"25C" 5102024 -0.27702021646576 "QG5093" "ECA2367" "ECA1229" 4 1027.05552467446 14 1027.33254489093 "Mismatched"
"25C" 5102024 -0.27702021646576 "QG5093" "ECA2367" "ECA1229" 5 1069.8942809764 9 1070.17130119287 "Mismatched"
"25C" 5102024 -0.27702021646576 "QG5093" "ECA2367" "ECA1229" 6 1011.90351108384 7 1012.18053130031 "Mismatched"
"25C" 5102024 -0.27702021646576 "QG5093" "ECA2367" "ECA1229" 7 965.464740105313 7 965.741760321779 "Mismatched"
"25C" 5102024 -0.27702021646576 "QG5094" "ECA2367" "ECA2367" 1 1013.00523786989 9 1013.28225808636 "Matched"
"25C" 5102024 -0.27702021646576 "QG5094" "ECA2367" "ECA2367" 2 1039.94694606258 11 1040.22396627905 "Matched"
"25C" 5102024 -0.27702021646576 "QG5094" "ECA2367" "ECA2367" 3 1056.11449979313 12 1056.3915200096 "Matched"
"25C" 5102024 -0.27702021646576 "QG5094" "ECA2367" "ECA2367" 4 1077.42560176019 7 1077.70262197666 "Matched"
"25C" 5102024 -0.27702021646576 "QG5094" "ECA2367" "ECA2367" 5 1026.59901017572 8 1026.87603039219 "Matched"
"25C" 5102024 -0.27702021646576 "QG5094" "ECA2367" "ECA2367" 6 1028.62521177635 10 1028.90223199282 "Matched"
"25C" 5102024 -0.27702021646576 "QG5094" "ECA2367" "ECA2367" 7 1025.31610123844 8 1025.59312145491 "Matched"
"25C" 5102024 -0.27702021646576 "QG5095" "ECA2367" "ECA2367" 1 1082.90541051089 14 1083.18243072736 "Matched"
"25C" 5102024 -0.27702021646576 "QG5095" "ECA2367" "ECA2367" 2 956.635260510644 21 956.91228072711 "Matched"
"25C" 5102024 -0.27702021646576 "QG5095" "ECA2367" "ECA2367" 3 925.056743251265 14 925.333763467731 "Matched"
"25C" 5102024 -0.27702021646576 "QG5095" "ECA2367" "ECA2367" 4 941.182379096015 17 941.459399312481 "Matched"
"25C" 5102024 -0.27702021646576 "QG5095" "ECA2367" "ECA2367" 5 1044.56323837993 16 1044.8402585964 "Matched"
"25C" 5102024 -0.27702021646576 "QG5095" "ECA2367" "ECA2367" 6 1085.85446777125 14 1086.13148798772 "Matched"
"25C" 5102024 -0.27702021646576 "QG5095" "ECA2367" "ECA2367" 7 1093.53192582844 7 1093.80894604491 "Matched"
"25C" 5102024 -0.27702021646576 "QG5095" "ECA2367" "ECA2367" 8 1023.18351966003 7 1023.4605398765 "Matched"
"Copper" 2012021 -12.9254643179189 "QG4287" "ECA2602" "ECA2602" 1 475.667290141563 12 488.592754459482 "Matched"
"Copper" 2012021 -12.9254643179189 "QG4287" "ECA2602" "ECA2602" 2 422.528336224721 16 435.45380054264 "Matched"
"Copper" 2012021 -12.9254643179189 "QG4287" "ECA2602" "ECA2602" 3 421.198606526201 6 434.12407084412 "Matched"
"Copper" 2012021 -12.9254643179189 "QG4287" "ECA2602" "ECA2602" 4 476.139949046652 8 489.065413364571 "Matched"
"Copper" 2012021 -12.9254643179189 "QG4287" "ECA2602" "ECA2602" 5 497.241856905204 8 510.167321223123 "Matched"
"Copper" 2012021 -12.9254643179189 "QG4287" "ECA2602" "ECA2602" 6 389.460447461258 8 402.385911779177 "Matched"
"Copper" 2012021 -12.9254643179189 "QG4290" "ECA2602" "ECA2546" 1 349.640513205142 67 362.565977523061 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4290" "ECA2602" "ECA2546" 2 329.271474541615 32 342.196938859534 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4290" "ECA2602" "ECA2546" 3 369.591249337575 44 382.516713655494 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4290" "ECA2602" "ECA2546" 4 361.265418879347 47 374.190883197266 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4290" "ECA2602" "ECA2546" 5 362.456892562177 36 375.382356880096 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4290" "ECA2602" "ECA2546" 6 345.042058586262 24 357.967522904181 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4295" "ECA2602" "ECA1229" 1 574.332202647574 15 587.257666965493 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4295" "ECA2602" "ECA1229" 2 491.238076504824 21 504.163540822743 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4295" "ECA2602" "ECA1229" 3 520.438489169084 7 533.363953487003 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4295" "ECA2602" "ECA1229" 4 468.461792476273 16 481.387256794192 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4295" "ECA2602" "ECA1229" 5 482.65585094019 11 495.581315258109 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4295" "ECA2602" "ECA1229" 6 414.315852398236 8 427.241316716155 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4295" "ECA2602" "ECA1229" 7 407.340502309841 9 420.26596662776 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4295" "ECA2602" "ECA1229" 8 370.066223088415 6 382.991687406334 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4341" "ECA1298" "ECA2546" 1 422.464089136891 5 435.38955345481 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4341" "ECA1298" "ECA2546" 2 397.976544809002 6 410.902009126921 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4440" "ECA1493" "ECA2602" 2 477.009097986888 12 489.934562304807 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4440" "ECA1493" "ECA2602" 3 498.298137957102 14 511.223602275021 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4440" "ECA1493" "ECA2602" 4 495.362498836307 13 508.287963154226 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4440" "ECA1493" "ECA2602" 5 485.3191379477 14 498.244602265619 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4411" "ECA2546" "ECA1298" 1 692.984498836307 15 705.909963154226 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4411" "ECA2546" "ECA1298" 2 656.690601254958 14 669.616065572877 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4411" "ECA2546" "ECA1298" 3 637.44535597234 14 650.370820290259 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4411" "ECA2546" "ECA1298" 4 528.764514974102 7 541.689979292021 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4299" "ECA2602" "ECA2367" 1 432.87602034556 9 445.801484663479 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4299" "ECA2602" "ECA2367" 2 432.448029342937 17 445.373493660856 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4299" "ECA2602" "ECA2367" 3 396.315968597413 10 409.241432915332 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4299" "ECA2602" "ECA2367" 4 381.79637156617 18 394.721835884089 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4299" "ECA2602" "ECA2367" 5 408.958255609609 8 421.883719927528 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4299" "ECA2602" "ECA2367" 6 366.371277443588 10 379.296741761507 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4299" "ECA2602" "ECA2367" 7 452.088007099453 13 465.013471417372 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4299" "ECA2602" "ECA2367" 8 338.537194745224 12 351.462659063143 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4301" "ECA2602" "ECA1493" 1 416.410656311648 19 429.336120629567 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4301" "ECA2602" "ECA1493" 2 474.363066552599 31 487.288530870518 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4301" "ECA2602" "ECA1493" 3 408.82749634731 14 421.752960665229 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4301" "ECA2602" "ECA1493" 4 410.151153872842 21 423.076618190761 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4301" "ECA2602" "ECA1493" 5 405.196403505727 17 418.121867823646 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4301" "ECA2602" "ECA1493" 6 382.12001401044 10 395.045478328359 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4301" "ECA2602" "ECA1493" 7 362.884075372154 9 375.809539690073 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4338" "ECA1298" "ECA2602" 1 405.864547891731 10 418.79001220965 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4338" "ECA1298" "ECA2602" 2 368.637805944532 7 381.563270262451 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4338" "ECA1298" "ECA2602" 3 329.641101187113 5 342.566565505032 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4338" "ECA1298" "ECA2602" 4 387.20711022849 12 400.132574546409 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4338" "ECA1298" "ECA2602" 5 385.068891607889 9 397.994355925808 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4338" "ECA1298" "ECA2602" 6 389.376471253557 5 402.301935571476 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4338" "ECA1298" "ECA2602" 7 428.508897561194 13 441.434361879113 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4409" "ECA2546" "ECA2546" 4 456.602730681757 14 469.528194999676 "Matched"
"Copper" 2012021 -12.9254643179189 "QG4420" "ECA2546" "ECA1493" 1 619.032832846171 26 631.95829716409 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4420" "ECA2546" "ECA1493" 2 455.441250238151 19 468.36671455607 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4420" "ECA2546" "ECA1493" 3 444.689266805408 19 457.614731123327 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4420" "ECA2546" "ECA1493" 4 328.685414941909 5 341.610879259828 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4420" "ECA2546" "ECA1493" 5 464.995755535398 6 477.921219853317 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4420" "ECA2546" "ECA1493" 6 400.216393464849 11 413.141857782768 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4420" "ECA2546" "ECA1493" 7 577.254489830158 13 590.179954148077 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4494" "ECA1229" "ECA2546" 3 408.088270385173 6 421.013734703092 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4350" "ECA1298" "ECA2367" 1 474.661557175645 12 487.587021493564 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4350" "ECA1298" "ECA2367" 2 459.661914420486 19 472.587378738405 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4350" "ECA1298" "ECA2367" 3 447.113433081384 14 460.038897399303 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4350" "ECA1298" "ECA2367" 4 519.822855147955 11 532.748319465874 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4350" "ECA1298" "ECA2367" 5 449.016622784366 17 461.942087102285 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4440" "ECA1493" "ECA2602" 6 482.583831809973 9 495.509296127892 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4440" "ECA1493" "ECA2602" 7 476.390242352005 9 489.315706669924 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4350" "ECA1298" "ECA2367" 8 428.362437595498 12 441.287901913417 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4499" "ECA1229" "ECA1229" 2 443.496968263929 5 456.422432581848 "Matched"
"Copper" 2012021 -12.9254643179189 "QG4343" "ECA1298" "ECA1298" 1 428.049369858253 11 440.974834176172 "Matched"
"Copper" 2012021 -12.9254643179189 "QG4343" "ECA1298" "ECA1298" 2 422.919765249255 9 435.845229567174 "Matched"
"Copper" 2012021 -12.9254643179189 "QG4343" "ECA1298" "ECA1298" 3 392.582544437501 8 405.50800875542 "Matched"
"Copper" 2012021 -12.9254643179189 "QG4343" "ECA1298" "ECA1298" 4 473.011247333729 13 485.936711651648 "Matched"
"Copper" 2012021 -12.9254643179189 "QG4343" "ECA1298" "ECA1298" 5 439.504277412821 8 452.42974173074 "Matched"
"Copper" 2012021 -12.9254643179189 "QG4343" "ECA1298" "ECA1298" 6 426.132119731521 5 439.05758404944 "Matched"
"Copper" 2012021 -12.9254643179189 "QG4443" "ECA1493" "ECA2546" 2 415.055182650126 8 427.980646968045 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4443" "ECA1493" "ECA2546" 3 443.290371895827 9 456.215836213746 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4443" "ECA1493" "ECA2546" 4 351.941112623296 7 364.866576941215 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4443" "ECA1493" "ECA2546" 5 446.942280484688 8 459.867744802607 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4443" "ECA1493" "ECA2546" 6 414.885687568005 7 427.811151885924 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4443" "ECA1493" "ECA2546" 7 397.318826438515 5 410.244290756434 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4346" "ECA1298" "ECA1229" 1 469.355692730618 13 482.281157048537 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4346" "ECA1298" "ECA1229" 2 483.827441370695 12 496.752905688614 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4346" "ECA1298" "ECA1229" 3 423.896779673307 8 436.822243991226 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4346" "ECA1298" "ECA1229" 4 464.767366412573 6 477.692830730492 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4346" "ECA1298" "ECA1229" 5 456.965182028666 9 469.890646346585 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4346" "ECA1298" "ECA1229" 6 410.205512794027 6 423.130977111946 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4346" "ECA1298" "ECA1229" 7 527.112483303779 5 540.037947621698 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4409" "ECA2546" "ECA2546" 1 447.47119630554 17 460.396660623459 "Matched"
"Copper" 2012021 -12.9254643179189 "QG4409" "ECA2546" "ECA2546" 2 491.61915930001 10 504.544623617929 "Matched"
"Copper" 2012021 -12.9254643179189 "QG4409" "ECA2546" "ECA2546" 3 545.750855986454 10 558.676320304373 "Matched"
"Copper" 2012021 -12.9254643179189 "QG4496" "ECA1229" "ECA1298" 1 402.544672898363 11 415.470137216282 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4409" "ECA2546" "ECA2546" 5 547.605833853994 15 560.531298171913 "Matched"
"Copper" 2012021 -12.9254643179189 "QG4409" "ECA2546" "ECA2546" 6 415.011367106215 5 427.936831424134 "Matched"
"Copper" 2012021 -12.9254643179189 "QG4409" "ECA2546" "ECA2546" 7 422.73212223075 9 435.657586548669 "Matched"
"Copper" 2012021 -12.9254643179189 "QG4491" "ECA1229" "ECA2602" 1 485.441737960663 11 498.367202278582 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4491" "ECA1229" "ECA2602" 2 375.190927573977 15 388.116391891896 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4494" "ECA1229" "ECA2546" 1 387.138550940189 13 400.064015258108 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4494" "ECA1229" "ECA2546" 2 460.207641962271 21 473.13310628019 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4411" "ECA2546" "ECA1298" 7 597.085246571268 19 610.010710889187 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4420" "ECA2546" "ECA1493" 8 318.98532661956 6 331.910790937479 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4440" "ECA1493" "ECA2602" 1 506.743444640252 12 519.668908958171 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4494" "ECA1229" "ECA2546" 5 375.977958542262 15 388.903422860181 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4494" "ECA1229" "ECA2546" 6 410.704108789185 7 423.629573107104 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4406" "ECA2546" "ECA2602" 2 377.866165277486 7 390.791629595405 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4350" "ECA1298" "ECA2367" 6 485.471350005343 16 498.396814323262 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4350" "ECA1298" "ECA2367" 7 445.057719763713 7 457.983184081632 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4499" "ECA1229" "ECA1229" 1 410.024424828152 10 422.949889146071 "Matched"
"Copper" 2012021 -12.9254643179189 "QG4406" "ECA2546" "ECA2602" 6 437.202982028666 17 450.128446346585 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4406" "ECA2546" "ECA2602" 7 434.196182955165 18 447.121647273084 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4411" "ECA2546" "ECA1298" 5 591.054689427545 12 603.980153745464 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4411" "ECA2546" "ECA1298" 6 560.743375432261 16 573.66883975018 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4418" "ECA2546" "ECA2367" 4 440.071826992131 5 452.99729131005 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4411" "ECA2546" "ECA1298" 8 508.292816141157 8 521.218280459076 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4452" "ECA1493" "ECA2367" 3 347.745386786086 5 360.670851104005 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4443" "ECA1493" "ECA2546" 1 441.676590095582 10 454.602054413501 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4406" "ECA2546" "ECA2602" 1 394.578796979348 61 407.504261297267 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4414" "ECA2546" "ECA1229" 1 484.404840085853 17 497.330304403772 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4406" "ECA2546" "ECA2602" 3 401.112536571354 45 414.038000889273 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4406" "ECA2546" "ECA2602" 4 409.315447018961 14 422.24091133688 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4406" "ECA2546" "ECA2602" 5 411.736732086781 6 424.6621964047 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4445" "ECA1493" "ECA1298" 3 359.191789848659 6 372.117254166578 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4418" "ECA2546" "ECA2367" 5 448.279919110061 6 461.20538342798 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4406" "ECA2546" "ECA2602" 8 353.454457733974 12 366.379922051893 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4418" "ECA2546" "ECA2367" 3 391.179120807215 6 404.104585125134 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4496" "ECA1229" "ECA1298" 3 357.198495783462 5 370.123960101381 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4445" "ECA1493" "ECA1298" 2 399.918505060004 6 412.843969377923 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4452" "ECA1493" "ECA2367" 2 420.503147646961 5 433.42861196488 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4452" "ECA1493" "ECA2367" 4 415.753413115162 6 428.678877433081 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4418" "ECA2546" "ECA2367" 2 377.282389285314 7 390.207853603233 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4414" "ECA2546" "ECA1229" 4 359.118560547643 5 372.044024865562 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4414" "ECA2546" "ECA1229" 2 508.262028250981 10 521.1874925689 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4496" "ECA1229" "ECA1298" 2 445.319870126867 5 458.245334444786 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4494" "ECA1229" "ECA2546" 4 332.709741284774 6 345.635205602693 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4445" "ECA1493" "ECA1298" 1 364.398965623792 8 377.324429941711 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4452" "ECA1493" "ECA2367" 1 350.717660476578 6 363.643124794497 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4418" "ECA2546" "ECA2367" 1 533.237611383411 14 546.16307570133 "Mismatched"
"Copper" 2012021 -12.9254643179189 "QG4414" "ECA2546" "ECA1229" 3 525.884896980659 5 538.810361298578 "Mismatched"
"Copper" 4042024 6.5787977057322 "QG4352" "ECA1298" "ECA1493" 2 493.764127573977 15 487.185329868245 "Mismatched"
"Copper" 4042024 6.5787977057322 "QG4409" "ECA2546" "ECA2546" 1 577.61529492679 20 571.036497221058 "Matched"
"Copper" 4042024 6.5787977057322 "QG4352" "ECA1298" "ECA1493" 7 527.417536438429 9 520.838738732697 "Mismatched"
"Copper" 4042024 6.5787977057322 "QG4341" "ECA1298" "ECA2546" 8 466.398908988605 9 459.820111282873 "Mismatched"
"Copper" 4042024 6.5787977057322 "QG4338" "ECA1298" "ECA2602" 1 432.732699542087 28 426.153901836355 "Mismatched"
"Copper" 4042024 6.5787977057322 "QG4346" "ECA1298" "ECA1229" 3 481.559910152298 9 474.981112446566 "Mismatched"
"Copper" 4042024 6.5787977057322 "QG4346" "ECA1298" "ECA1229" 4 556.548537455835 16 549.969739750103 "Mismatched"
"Copper" 4042024 6.5787977057322 "QG4346" "ECA1298" "ECA1229" 2 425.504331047512 13 418.92553334178 "Mismatched"
"Copper" 4042024 6.5787977057322 "QG4346" "ECA1298" "ECA1229" 7 535.489033550703 19 528.910235844971 "Mismatched"
"Copper" 4042024 6.5787977057322 "QG4341" "ECA1298" "ECA2546" 7 422.673056813243 12 416.094259107511 "Mismatched"
"Copper" 4042024 6.5787977057322 "QG4352" "ECA1298" "ECA1493" 1 440.563867934658 10 433.985070228926 "Mismatched"
"Copper" 4042024 6.5787977057322 "QG4409" "ECA2546" "ECA2546" 2 498.800407767221 6 492.221610061489 "Matched"
